State,Year,Quarter,District,RegisteredUser,AppOpens
Andhra Pradesh,2023,Q2 (Apr - Jun),spsr nellore district,1811781,113350865
Andhra Pradesh,2023,Q2 (Apr - Jun),vizianagaram district,1141578,55405616
Andhra Pradesh,2023,Q2 (Apr - Jun),ysr district,1694843,98586928
Andhra Pradesh,2023,Q2 (Apr - Jun),west godavari district,2059880,116005083
Andhra Pradesh,2023,Q2 (Apr - Jun),chittoor district,2865250,170462384
Andhra Pradesh,2023,Q3 (Jul - Sep),east godavari district,3211557,83823834
Andhra Pradesh,2023,Q3 (Jul - Sep),srikakulam district,1375950,44064462
Andhra Pradesh,2023,Q3 (Jul - Sep),visakhapatnam district,4035323,116087299
Andhra Pradesh,2023,Q3 (Jul - Sep),prakasam district,1868997,94303883
Andhra Pradesh,2023,Q3 (Jul - Sep),anantapur district,2421293,152875757
Andhra Pradesh,2023,Q3 (Jul - Sep),kurnool district,2295754,124493256
Andhra Pradesh,2023,Q3 (Jul - Sep),guntur district,3137289,71855007
Andhra Pradesh,2023,Q3 (Jul - Sep),krishna district,3177643,73280755
Andhra Pradesh,2023,Q3 (Jul - Sep),spsr nellore district,1887005,73583227
Andhra Pradesh,2023,Q3 (Jul - Sep),vizianagaram district,1190571,41978556
Andhra Pradesh,2023,Q3 (Jul - Sep),ysr district,1764648,78787151
Andhra Pradesh,2023,Q3 (Jul - Sep),west godavari district,2146530,73274852
Andhra Pradesh,2023,Q3 (Jul - Sep),chittoor district,2981337,129032458
Arunachal Pradesh,2018,Q1 (Jan - Mar),lower subansiri district,498,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),tirap district,557,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),papum pare district,7649,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),anjaw district,278,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),lower siang district,270,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),dibang valley district,66,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),west kameng district,2202,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),shi yomi district,49,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),east kameng district,222,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),lohit district,1207,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),lepa rada district,210,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),lower dibang valley district,601,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),longding district,256,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),west siang district,846,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),kamle district,22,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),upper siang district,301,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),kurung kumey district,97,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),siang district,192,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),kra daadi district,88,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),changlang district,1208,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),pakke kessang district,39,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),east siang district,1803,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),upper subansiri district,572,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),tawang district,1525,0
Arunachal Pradesh,2018,Q1 (Jan - Mar),namsai district,737,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),lower subansiri district,724,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),tirap district,856,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),papum pare district,11418,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),anjaw district,410,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),lower siang district,494,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),dibang valley district,112,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),west kameng district,3442,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),shi yomi district,80,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),east kameng district,343,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),lohit district,1898,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),lepa rada district,318,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),lower dibang valley district,893,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),longding district,412,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),west siang district,1224,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),kamle district,37,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),upper siang district,481,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),kurung kumey district,153,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),siang district,293,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),kra daadi district,144,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),changlang district,2014,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),pakke kessang district,66,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),east siang district,2646,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),upper subansiri district,883,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),tawang district,2266,0
Arunachal Pradesh,2018,Q2 (Apr - Jun),namsai district,1276,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),lower subansiri district,1033,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),tirap district,1226,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),papum pare district,16009,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),anjaw district,542,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),lower siang district,717,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),dibang valley district,145,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),west kameng district,4765,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),shi yomi district,118,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),east kameng district,521,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),lohit district,2612,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),lepa rada district,431,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),lower dibang valley district,1286,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),longding district,644,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),west siang district,1652,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),kamle district,65,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),upper siang district,646,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),kurung kumey district,222,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),siang district,373,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),kra daadi district,190,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),changlang district,2889,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),pakke kessang district,103,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),east siang district,3590,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),upper subansiri district,1169,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),tawang district,3112,0
Arunachal Pradesh,2018,Q3 (Jul - Sep),namsai district,1862,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),lower subansiri district,1459,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),tirap district,1684,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),papum pare district,21342,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),anjaw district,744,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),lower siang district,936,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),dibang valley district,178,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),west kameng district,6492,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),shi yomi district,144,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),east kameng district,691,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),lohit district,3588,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),lepa rada district,548,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),lower dibang valley district,1827,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),longding district,923,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),west siang district,2117,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),kamle district,109,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),upper siang district,868,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),kurung kumey district,321,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),siang district,483,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),kra daadi district,255,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),changlang district,4036,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),pakke kessang district,138,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),east siang district,4813,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),upper subansiri district,1576,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),tawang district,4085,0
Arunachal Pradesh,2018,Q4 (Oct - Dec),namsai district,2495,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),lower subansiri district,1879,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),tirap district,2082,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),papum pare district,26298,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),anjaw district,934,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),lower siang district,1123,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),dibang valley district,211,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),west kameng district,8115,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),shi yomi district,186,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),east kameng district,876,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),lohit district,4416,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),lepa rada district,710,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),lower dibang valley district,2314,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),longding district,1152,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),west siang district,2656,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),kamle district,141,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),upper siang district,1125,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),kurung kumey district,385,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),siang district,651,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),kra daadi district,350,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),changlang district,5210,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),pakke kessang district,162,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),east siang district,5899,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),upper subansiri district,1906,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),tawang district,5023,0
Arunachal Pradesh,2019,Q1 (Jan - Mar),namsai district,3153,0
Arunachal Pradesh,2019,Q2 (Apr - Jun),lower subansiri district,2463,11644
Arunachal Pradesh,2019,Q2 (Apr - Jun),tirap district,2697,12779
Arunachal Pradesh,2019,Q2 (Apr - Jun),papum pare district,32800,163673
Arunachal Pradesh,2019,Q2 (Apr - Jun),anjaw district,1175,4993
Arunachal Pradesh,2019,Q2 (Apr - Jun),lower siang district,1457,7737
Arunachal Pradesh,2019,Q2 (Apr - Jun),dibang valley district,241,258
Arunachal Pradesh,2019,Q2 (Apr - Jun),west kameng district,9782,73944
Arunachal Pradesh,2019,Q2 (Apr - Jun),shi yomi district,225,24
Arunachal Pradesh,2019,Q2 (Apr - Jun),east kameng district,1075,4146
Arunachal Pradesh,2019,Q2 (Apr - Jun),lohit district,5485,32550
Arunachal Pradesh,2019,Q2 (Apr - Jun),lepa rada district,903,4196
Arunachal Pradesh,2019,Q2 (Apr - Jun),lower dibang valley district,2842,12669
Arunachal Pradesh,2019,Q2 (Apr - Jun),longding district,1420,13256
Arunachal Pradesh,2019,Q2 (Apr - Jun),west siang district,3393,15972
Arunachal Pradesh,2019,Q2 (Apr - Jun),kamle district,212,972
Arunachal Pradesh,2019,Q2 (Apr - Jun),upper siang district,1372,2710
Arunachal Pradesh,2019,Q2 (Apr - Jun),kurung kumey district,481,2171
Arunachal Pradesh,2019,Q2 (Apr - Jun),siang district,831,3209
Arunachal Pradesh,2019,Q2 (Apr - Jun),kra daadi district,440,2639
Arunachal Pradesh,2019,Q2 (Apr - Jun),changlang district,6884,37725
Arunachal Pradesh,2019,Q2 (Apr - Jun),pakke kessang district,211,1237
Arunachal Pradesh,2019,Q2 (Apr - Jun),east siang district,7319,34596
Arunachal Pradesh,2019,Q2 (Apr - Jun),upper subansiri district,2355,9043
Arunachal Pradesh,2019,Q2 (Apr - Jun),tawang district,5908,32103
Arunachal Pradesh,2019,Q2 (Apr - Jun),namsai district,3914,18627
Arunachal Pradesh,2019,Q3 (Jul - Sep),lower subansiri district,2928,42877
Arunachal Pradesh,2019,Q3 (Jul - Sep),tirap district,3099,49222
Arunachal Pradesh,2019,Q3 (Jul - Sep),papum pare district,38845,582435
Arunachal Pradesh,2019,Q3 (Jul - Sep),anjaw district,1358,19509
Arunachal Pradesh,2019,Q3 (Jul - Sep),lower siang district,1689,25736
Arunachal Pradesh,2019,Q3 (Jul - Sep),dibang valley district,271,1436
Arunachal Pradesh,2019,Q3 (Jul - Sep),west kameng district,11186,260068
Arunachal Pradesh,2019,Q3 (Jul - Sep),shi yomi district,239,158
Arunachal Pradesh,2019,Q3 (Jul - Sep),east kameng district,1304,19974
Arunachal Pradesh,2019,Q3 (Jul - Sep),lohit district,6421,112322
Arunachal Pradesh,2019,Q3 (Jul - Sep),lepa rada district,1064,13695
Arunachal Pradesh,2019,Q3 (Jul - Sep),lower dibang valley district,3398,43057
Arunachal Pradesh,2019,Q3 (Jul - Sep),longding district,1634,46571
Arunachal Pradesh,2019,Q3 (Jul - Sep),west siang district,4101,64241
Arunachal Pradesh,2019,Q3 (Jul - Sep),kamle district,258,3686
Arunachal Pradesh,2019,Q3 (Jul - Sep),upper siang district,1486,8960
Arunachal Pradesh,2019,Q3 (Jul - Sep),kurung kumey district,572,8396
Arunachal Pradesh,2019,Q3 (Jul - Sep),siang district,948,13437
Arunachal Pradesh,2019,Q3 (Jul - Sep),kra daadi district,524,11363
Arunachal Pradesh,2019,Q3 (Jul - Sep),changlang district,8145,139098
Arunachal Pradesh,2019,Q3 (Jul - Sep),pakke kessang district,244,5099
Arunachal Pradesh,2019,Q3 (Jul - Sep),east siang district,8571,118071
Arunachal Pradesh,2019,Q3 (Jul - Sep),upper subansiri district,2748,35114
Arunachal Pradesh,2019,Q3 (Jul - Sep),tawang district,6553,114907
Arunachal Pradesh,2019,Q3 (Jul - Sep),namsai district,4563,72268
Arunachal Pradesh,2019,Q4 (Oct - Dec),lower subansiri district,3564,53396
Arunachal Pradesh,2019,Q4 (Oct - Dec),tirap district,3605,67097
Arunachal Pradesh,2019,Q4 (Oct - Dec),papum pare district,44746,670934
Arunachal Pradesh,2019,Q4 (Oct - Dec),anjaw district,1564,23729
Arunachal Pradesh,2019,Q4 (Oct - Dec),lower siang district,1921,28156
Arunachal Pradesh,2019,Q4 (Oct - Dec),dibang valley district,289,1738
Arunachal Pradesh,2019,Q4 (Oct - Dec),west kameng district,12562,313584
Arunachal Pradesh,2019,Q4 (Oct - Dec),shi yomi district,266,880
Arunachal Pradesh,2019,Q4 (Oct - Dec),east kameng district,1623,27850
Arunachal Pradesh,2019,Q4 (Oct - Dec),lohit district,7386,129353
Arunachal Pradesh,2019,Q4 (Oct - Dec),lepa rada district,1263,20798
Arunachal Pradesh,2019,Q4 (Oct - Dec),lower dibang valley district,3944,50034
Arunachal Pradesh,2019,Q4 (Oct - Dec),longding district,1847,48945
Arunachal Pradesh,2019,Q4 (Oct - Dec),west siang district,4773,70790
Arunachal Pradesh,2019,Q4 (Oct - Dec),kamle district,323,5098
Arunachal Pradesh,2019,Q4 (Oct - Dec),upper siang district,1804,26060
Arunachal Pradesh,2019,Q4 (Oct - Dec),kurung kumey district,653,7904
Arunachal Pradesh,2019,Q4 (Oct - Dec),siang district,1131,19220
Arunachal Pradesh,2019,Q4 (Oct - Dec),kra daadi district,603,13700
Arunachal Pradesh,2019,Q4 (Oct - Dec),changlang district,9662,152680
Arunachal Pradesh,2019,Q4 (Oct - Dec),pakke kessang district,296,5981
Arunachal Pradesh,2019,Q4 (Oct - Dec),east siang district,9859,132534
Arunachal Pradesh,2019,Q4 (Oct - Dec),upper subansiri district,3144,42354
Arunachal Pradesh,2019,Q4 (Oct - Dec),tawang district,7303,139898
Arunachal Pradesh,2019,Q4 (Oct - Dec),namsai district,5190,87627
Arunachal Pradesh,2020,Q1 (Jan - Mar),lower subansiri district,4351,72887
Arunachal Pradesh,2020,Q1 (Jan - Mar),tirap district,4261,76554
Arunachal Pradesh,2020,Q1 (Jan - Mar),papum pare district,51342,819599
Arunachal Pradesh,2020,Q1 (Jan - Mar),anjaw district,1747,25453
Arunachal Pradesh,2020,Q1 (Jan - Mar),lower siang district,2201,35216
Arunachal Pradesh,2020,Q1 (Jan - Mar),dibang valley district,320,2195
Arunachal Pradesh,2020,Q1 (Jan - Mar),west kameng district,13983,332479
Arunachal Pradesh,2020,Q1 (Jan - Mar),shi yomi district,290,989
Arunachal Pradesh,2020,Q1 (Jan - Mar),east kameng district,1962,37103
Arunachal Pradesh,2020,Q1 (Jan - Mar),lohit district,8454,159158
Arunachal Pradesh,2020,Q1 (Jan - Mar),lepa rada district,1532,28280
Arunachal Pradesh,2020,Q1 (Jan - Mar),lower dibang valley district,4650,71091
Arunachal Pradesh,2020,Q1 (Jan - Mar),longding district,2201,58817
Arunachal Pradesh,2020,Q1 (Jan - Mar),west siang district,5757,97255
Arunachal Pradesh,2020,Q1 (Jan - Mar),kamle district,373,7135
Arunachal Pradesh,2020,Q1 (Jan - Mar),upper siang district,2143,37600
Arunachal Pradesh,2020,Q1 (Jan - Mar),kurung kumey district,725,11471
Arunachal Pradesh,2020,Q1 (Jan - Mar),siang district,1390,24530
Arunachal Pradesh,2020,Q1 (Jan - Mar),kra daadi district,701,16770
Arunachal Pradesh,2020,Q1 (Jan - Mar),changlang district,11262,201632
Arunachal Pradesh,2020,Q1 (Jan - Mar),pakke kessang district,371,9758
Arunachal Pradesh,2020,Q1 (Jan - Mar),east siang district,11298,167166
Arunachal Pradesh,2020,Q1 (Jan - Mar),upper subansiri district,3675,56522
Arunachal Pradesh,2020,Q1 (Jan - Mar),tawang district,8048,138728
Arunachal Pradesh,2020,Q1 (Jan - Mar),namsai district,6029,109933
Arunachal Pradesh,2020,Q2 (Apr - Jun),lower subansiri district,5392,108893
Arunachal Pradesh,2020,Q2 (Apr - Jun),tirap district,5239,114770
Arunachal Pradesh,2020,Q2 (Apr - Jun),papum pare district,59968,932769
Arunachal Pradesh,2020,Q2 (Apr - Jun),anjaw district,1961,34903
Arunachal Pradesh,2020,Q2 (Apr - Jun),lower siang district,2644,48738
Arunachal Pradesh,2020,Q2 (Apr - Jun),dibang valley district,367,4076
Arunachal Pradesh,2020,Q2 (Apr - Jun),west kameng district,15766,394250
Arunachal Pradesh,2020,Q2 (Apr - Jun),shi yomi district,320,1597
Arunachal Pradesh,2020,Q2 (Apr - Jun),east kameng district,2506,53112
Arunachal Pradesh,2020,Q2 (Apr - Jun),lohit district,10154,219948
Arunachal Pradesh,2020,Q2 (Apr - Jun),lepa rada district,1890,38098
Arunachal Pradesh,2020,Q2 (Apr - Jun),lower dibang valley district,5782,110670
Arunachal Pradesh,2020,Q2 (Apr - Jun),longding district,2751,86086
Arunachal Pradesh,2020,Q2 (Apr - Jun),west siang district,7239,147515
Arunachal Pradesh,2020,Q2 (Apr - Jun),kamle district,509,11566
Arunachal Pradesh,2020,Q2 (Apr - Jun),upper siang district,2552,54123
Arunachal Pradesh,2020,Q2 (Apr - Jun),kurung kumey district,834,16738
Arunachal Pradesh,2020,Q2 (Apr - Jun),siang district,1831,40101
Arunachal Pradesh,2020,Q2 (Apr - Jun),kra daadi district,870,25480
Arunachal Pradesh,2020,Q2 (Apr - Jun),changlang district,14036,293705
Arunachal Pradesh,2020,Q2 (Apr - Jun),pakke kessang district,438,13500
Arunachal Pradesh,2020,Q2 (Apr - Jun),east siang district,13601,235755
Arunachal Pradesh,2020,Q2 (Apr - Jun),upper subansiri district,4465,80310
Arunachal Pradesh,2020,Q2 (Apr - Jun),tawang district,8993,170812
Arunachal Pradesh,2020,Q2 (Apr - Jun),namsai district,7426,149491
Arunachal Pradesh,2020,Q3 (Jul - Sep),lower subansiri district,6456,117359
Arunachal Pradesh,2020,Q3 (Jul - Sep),tirap district,6119,125437
Arunachal Pradesh,2020,Q3 (Jul - Sep),papum pare district,69419,1157730
Arunachal Pradesh,2020,Q3 (Jul - Sep),anjaw district,2226,42320
Arunachal Pradesh,2020,Q3 (Jul - Sep),lower siang district,2983,51520
Arunachal Pradesh,2020,Q3 (Jul - Sep),dibang valley district,411,4634
Arunachal Pradesh,2020,Q3 (Jul - Sep),west kameng district,17636,461190
Arunachal Pradesh,2020,Q3 (Jul - Sep),shi yomi district,337,2788
Arunachal Pradesh,2020,Q3 (Jul - Sep),east kameng district,3169,63062
Arunachal Pradesh,2020,Q3 (Jul - Sep),lohit district,11755,264444
Arunachal Pradesh,2020,Q3 (Jul - Sep),lepa rada district,2304,47233
Arunachal Pradesh,2020,Q3 (Jul - Sep),lower dibang valley district,6799,117752
Arunachal Pradesh,2020,Q3 (Jul - Sep),longding district,3277,91330
Arunachal Pradesh,2020,Q3 (Jul - Sep),west siang district,8623,158496
Arunachal Pradesh,2020,Q3 (Jul - Sep),kamle district,639,12196
Arunachal Pradesh,2020,Q3 (Jul - Sep),upper siang district,3011,59246
Arunachal Pradesh,2020,Q3 (Jul - Sep),kurung kumey district,1025,18583
Arunachal Pradesh,2020,Q3 (Jul - Sep),siang district,2225,42723
Arunachal Pradesh,2020,Q3 (Jul - Sep),kra daadi district,1026,29126
Arunachal Pradesh,2020,Q3 (Jul - Sep),changlang district,16385,326045
Arunachal Pradesh,2020,Q3 (Jul - Sep),pakke kessang district,508,11721
Arunachal Pradesh,2020,Q3 (Jul - Sep),east siang district,15921,302165
Arunachal Pradesh,2020,Q3 (Jul - Sep),upper subansiri district,5295,106598
Arunachal Pradesh,2020,Q3 (Jul - Sep),tawang district,9944,224583
Arunachal Pradesh,2020,Q3 (Jul - Sep),namsai district,8553,165140
Arunachal Pradesh,2020,Q4 (Oct - Dec),lower subansiri district,7388,124398
Arunachal Pradesh,2020,Q4 (Oct - Dec),tirap district,6805,134124
